VERSIONNR;LOCATIONCODE;TYPE;SUBTYPE;ROADNUMBER;ROADNAME;FIRST_NAME;SECOND_NAME;ADMIN_AREA;AREA_REFERENCE;LINEAR_REFERENCE;NEGATIVE_OFFSET;POSITIVE_OFFSET;INTERSECTIONCODE;LATITUDE;LONGITUDE;URBAN;IN_POSITIVE;OUT_POSITIVE;IN_NEGATIVE;OUT_NEGATIVE;PRESENT_POSITIVE;PRESENT_NEGATIVE
20.0;27891;P3;37;S2345;;München-Lochhausen;;;01956;09529;27890;07469;;48,18;11,3946;0;1;1;1;1;1;1;
20.0;7469;P1;10;S2345;Aubinger Straße;Heimburgstraße;Haberlandstraße;;01956;09529;27891;27892;7471,7469;48,1485;11,44535;1;1;1;1;1;1;1;
20.0;27892;P1;12;S2345;Aubinger Straße;Bodenseestraße;;;01956;09529;07469;;27892,21394;48,146;11,4464;1;1;1;1;1;1;1;
20.0;50942;L1;3;L211;;Alvern;Ehrhorn;;00661;;;;;;;;;;;;;;
20.0;9655;L3;0;L211;;Alvern;Bispingen;;00661;50942;;52249;;;;;;;;;;;
20.0;28378;P1;11;L211;;Hermannseck;;;05037;09655;;28379;28378,24970;53,017;9,9993;0;1;0;0;1;1;1;
20.0;28379;P1;11;L211;;Töpinger Kreuz;;;03058;09655;28378;28380;28379,21674;53,04135;9,99355;0;1;1;1;1;1;1;
20.0;28380;P3;37;L211;;Bispingen;;;03437;09655;28379;54101;28380,28669,54103;53,0832;9,9977;0;1;1;1;1;1;1;
20.0;54101;P1;12;L211;Behringer Straße;Zufahrt Snow Dome;;;03437;09655;28380;28381;;53,0989;9,9798;0;1;1;1;1;1;1;
20.0;52249;L3;0;L211;;Bispingen;Ehrhorn;;00661;50942;09655;;;;;;;;;;;;
20.0;28381;P1;3;L211;Behringer Straße;Bispingen;;;03437;52249;54101;28382;28381,12358;53,1009;9,97715;0;1;1;1;1;1;1;
20.0;28382;P1;11;L211;;Behringen;;;03393;52249;28381;28383;28351,28382;53,1124;9,9594;0;1;1;1;1;1;1;
20.0;28383;P1;11;L211;;Wintermoor;;;03442;52249;28382;;28383,29836,28357;53,1849;9,8355;0;0;1;1;0;1;1;
20.0;53980;L1;3;L413;;Hoheneggelsen;Sievershausen;;00258;;;;;;;;;;;;;;
20.0;53981;P1;11;L413;;Hoheneggelsen;;;01538;53980;;53982;59312,53981,20196,23616;52,209;10,1751;0;1;0;0;1;1;1;
20.0;53982;P3;37;L413;;Adenstedt;;;53994;53980;53981;53983;;52,24665;10,16625;0;1;1;1;1;1;1;
20.0;53983;P3;37;L413;;Groß Solschen;;;53994;53980;53982;53984;;52,2703;10,15345;0;1;1;1;1;1;1;
20.0;53984;P1;11;L413;;B494;;;38912;53980;53983;53985;53984,53979;52,2809;10,12245;0;1;1;1;1;1;1;
20.0;53985;P1;8;L413;;B65;;;38912;53980;53984;53986;53985,52118;52,30175;10,1142;0;1;1;1;1;1;1;
20.0;53986;P1;3;L413;;Hämelerwald;;;01782;53980;53985;53987;53986,10513;52,36355;10,12065;0;1;1;1;1;1;1;
20.0;53987;P1;11;L413;Kleegarten;Sievershausen;;;01782;53980;53986;;53987,54261,53991;52,37195;10,12545;0;0;1;1;0;1;1;
20.0;9736;L1;3;L534;;Minden;Kleinenbremen;;00541;;;;;;;;;;;;;;
20.0;28751;P1;11;L534;Portastraße;Minden;;;01920;09736;;28752;28751,24768,24675;52,2782;8,90415;1;1;0;0;1;1;1;
20.0;28752;P1;11;L534;Clus;Minden-Meißen;;;01920;09736;28751;28753;;52,2782;8,9613;1;1;1;1;1;1;1;
20.0;28753;P1;11;L534;;Kleinenbremen;;;03100;09736;28752;;;52,2375;9,03555;0;0;1;1;0;1;1;
20.0;34252;L1;4;K6909;;Michendorf;Caputh;;00609;;;;;;;;;;;;;;
20.0;34253;P1;12;K6909;;Michendorf;;;01914;34252;;34254;34250,34253;52,32905;13,0393;0;1;0;0;1;1;1;
20.0;34254;P1;12;K6909;;Caputh;;;34251;34252;34253;;34254,34256;52,3433;12,98605;0;0;1;1;0;1;1;
20.0;51185;L1;3;L1016;;Eisenach;Bleicherode;;00271;;;;;;;;;;;;;;
20.0;29540;P1;12;L1016;;Eisenach;;;01157;51185;;19469;13884,29540;50,9969;10,31775;0;1;1;1;1;1;1;
20.0;19469;P3;37;L1016;;Stregda;;;01157;51185;29540;13880;;51,0080754046657;10,317705021045796;0;1;1;1;1;1;1;
20.0;13880;P1;12;L1016;;Neukirchen;;;03592;51185;19469;29541;;51,0258;10,33465;0;1;1;1;1;1;1;
20.0;29541;P1;11;L1016;;Mihla;;;03592;51185;13880;13881;;51,07755;10,3343;0;1;1;1;1;1;1;
20.0;13881;P3;37;L1016;;Nazza;;;04343;51185;29541;30231;;51,1149;10,3364;0;1;1;1;1;1;1;
20.0;30231;P1;12;L1016;;Langula;;;04343;51185;13881;19470;;51,1509;10,4197;0;1;1;1;1;1;1;
20.0;19470;P3;37;L1016;;Vogtei;;;01949;51185;30231;29542;;51,1676304322964;10,44058078599977;0;1;1;1;1;1;1;
20.0;29542;P1;11;L1016;;Mühlhausen;;;01949;51185;19470;45761;22077,29542,25951;51,2057;10,4655;0;1;1;1;1;1;1;
20.0;45761;P1;11;L1016;;Windeberg;;;01949;51185;29542;45762;;51,2753;10,5144;0;1;1;1;1;1;1;
20.0;45762;P1;11;L1016;;Keula;;;05211;51185;45761;29543;;51,3291;10,53;0;1;1;1;1;1;1;
20.0;29543;P1;12;L1016;;Großlohra;;;04236;51185;45762;;;51,4202;10,62515;0;1;1;1;1;1;1;
20.0;7801;L5;0;GHB112;Hemelinger Hafendamm;Allerkai;Walther-Jacobs-Straße;;00358;;;;;;;;;;;;;;
20.0;7802;P1;12;GHB112;Hemelinger Hafendamm;Allerkai;;;00358;07801;;07803;;53,0569;8,8776;1;1;1;1;1;1;1;
20.0;7803;P1;11;GHB112;Hemelinger Hafendamm;Hermann-Funk-Straße;;;00358;07801;07802;07804;;53,053;8,8823;1;1;1;1;1;1;1;
20.0;7804;P1;11;GHB112;Hemelinger Hafendamm;Arberger Hafendamm;;;00358;07801;07803;07805;;53,0484;8,8836;1;1;1;1;1;1;1;
20.0;7805;P1;11;GHB112;Hemelinger Hafendamm;Kleine Marschstraße;;;00358;07801;07804;07806;;53,0405;8,884;1;1;1;1;1;1;1;
20.0;7806;P1;7;GHB112;Hemelinger Hafendamm;Walther-Jacobs-Straße;A1 Bremen-Hamburg;;00358;07801;07805;;;53,0381;8,8844;1;1;1;1;1;1;1;
20.0;34255;L1;4;K6910;;Caputh;Geltow;;34251;;;;;;;;;;;;;;
20.0;34256;P1;12;K6910;;Caputh;;;34251;34255;;34257;34254,34256;52,3433;12,98605;0;1;0;0;1;1;1;
20.0;34257;P3;17;K6910;;Caputh;;;34251;34255;34256;34266;;52,3472;12,986;0;0;0;0;0;1;1;
20.0;34266;P3;45;K6910;;Caputh-Geltow;;;34251;34255;34257;34258;;52,3474;12,9855;0;0;0;0;0;1;1;
20.0;34258;P3;17;K6910;;Geltow;;;34251;34255;34266;34259;;52,3477;12,9849;0;0;0;0;0;1;1;
20.0;34259;P1;12;K6910;;Geltow;;;34251;34255;34258;;34260,34259;52,3631;12,9736;0;0;1;1;0;1;1;
20.0;54260;L1;3;L387;;Hämelerwald;Bröckel;;00258;;;;;;;;;;;;;;
20.0;54261;P1;11;L387;;Sievershausen;;;01782;54260;;54262;53987,54261,53991;52,37195;10,12545;0;1;0;0;1;1;1;
20.0;54262;P3;37;L387;;Abbensen;;;52114;54260;54261;54263;54150,54262;52,3845;10,1722;0;1;1;1;1;1;1;
20.0;54263;P3;37;L387;;Dollbergen;;;04551;54260;54262;54264;;52,40635;10,1715;0;1;1;1;1;1;1;
20.0;54264;P3;37;L387;;Uetze;;;04551;54260;54263;54265;38515,54264;52,4736;10,2064;0;1;1;1;1;1;1;
20.0;54265;P1;12;L387;;B214;;;52134;54260;54264;;54265,54266;52,50905;10,22735;0;0;1;1;0;1;1;
20.0;18579;L1;3;L362;;Altensteig;Jettingen;;00263;;;;;;;;;;;;;;
20.0;18580;P3;37;L362;;Altensteig;;;03809;18579;;52511;18580,22518,15133;48,58715;8,6004;0;1;0;0;1;1;1;
20.0;52511;P1;12;L362;;Altensteig-Berneck;;;03809;18579;18580;52512;;48,59615;8,62505;0;1;1;1;1;1;1;
20.0;52512;P3;37;L362;;Ebhausen;;;52693;18579;52511;52513;;48,58715;8,6762;0;1;1;1;1;1;1;
20.0;52513;P3;37;L362;;Rohrdorf;;;52701;18579;52512;15427;;48,56995;8,69315;0;1;1;1;1;1;1;
20.0;15427;P1;8;L362;;Rohrdorf-Süd;;;52701;18579;52513;52514;15427,15216;48,56175;8,6976;0;1;1;1;1;1;1;
20.0;52514;P1;8;L362;;Nagold-West/Berufsschulzentrum;;;01965;18579;15427;22519;;48,5499;8,7138;0;1;1;1;1;1;1;
20.0;22519;P1;15;L362;;Nagold-Ost;;;01965;18579;52514;08190;22519,15450;48,55045;8,73265;0;1;1;1;1;1;1;
20.0;8190;P1;8;L362;;Unterjettingen;;;52700;18579;22519;;8190,18582;48,5623;8,7573;0;0;1;1;0;1;1;
20.0;34274;L1;4;K7241;;Kerzendorf;Teltow;;00678;;;;;;;;;;;;;;
20.0;34275;P1;11;K7241;;Kerzendorf;;;34425;34274;;20381;34273,34275;52,2799;13,2916;0;1;0;0;1;1;1;
20.0;20381;P1;3;K7241;;Genshagen;;;01321;34274;34275;20382;10200,20381;52,3063;13,3147;0;1;1;1;1;1;1;
20.0;20382;P1;9;K7241;;Großbeeren;;;01393;34274;20381;20383;26572,20382;52,35375;13,30725;0;1;1;1;1;1;1;
20.0;20383;P1;11;K7241;Marienfelder Allee;bei Heinersdorf;;;01482;34274;20382;;33771,26599,20383;52,3795;13,32605;0;0;1;1;0;1;1;
20.0;13646;P1;15;K7241;;Heinersdorf;;;01482;34274;;13645;33772,33773,13646;52,3814;13,3226;0;1;0;0;1;1;1;
20.0;13645;P1;13;K7241;;Kreisgrenze;Potsdam-Mittelmark;;01482;34274;13646;;13643,13645;52,38557758;13,30970448;0;0;1;1;0;1;1;
20.0;50615;L1;3;L201;;Nauen;Charlottenburg;;00001;;;;;;;;;;;;;;
20.0;33537;L3;0;L201;;Nauen;Falkensee;;00455;50615;;09262;;;;;;;;;;;
20.0;33801;P1;12;L201;;Am Weinberg;Einmündung B273;;01969;33537;;13160;33805,33801;52,631;12,90405;0;1;0;0;1;1;1;
20.0;13160;P1;8;L201;;Glien;;;01969;33537;33801;33802;13160,13159;52,6183;12,9705;0;1;1;1;1;1;1;
20.0;33802;P1;3;L201;;Falkensee;;;01969;33537;13160;07359;33802,10214;52,6184;12,9775;0;1;1;1;1;1;1;
20.0;7359;P1;12;L201;Nauener Chaussee;Alt Brieselang;Brieselanger Straße;;01969;33537;33802;33803;7363,7359;52,6139;13,0058;0;1;1;1;1;1;1;
20.0;33803;P1;12;L201;;Brieselang;;;33512;33537;07359;26630;33798,33803;52,5953;13,04925;0;1;1;1;1;1;1;
20.0;9262;L3;0;L201;;Falkensee;Charlottenburg;;00001;50615;33537;;;;;;;;;;;;
20.0;26630;P1;10;L201;Falkenhagener Straße;Falkensee;Schönwalder Straße;;04179;09262;33803;33538;26630,12151,30037;52,56705;13,10315;1;1;1;1;1;1;1;
20.0;33538;P1;8;L201;Spandauer Straße;Seeburger Platz;Seeburger Straße;;04179;09262;26630;30062;41052,33538;52,56085;13,12545;0;1;1;1;1;1;1;
20.0;30062;P1;11;L201;Falkenseer Chaussee;Am Kiesteich;Wasserwerkstraße;;04974;09262;33538;30063;27237,30062;52,55115;13,1654;1;1;1;1;1;1;1;
20.0;30063;P1;11;L201;Falkenseer Chaussee;Zeppelinstraße;;;04974;09262;30062;32679;30063,27240;52,54755;13,1847;1;1;1;1;1;1;1;
20.0;32679;P1;12;L201;Falkenseer Chaussee;Askanierring;Falkenseer Damm;;04974;09262;30063;26631;4508,32679;52,5457;13,1942;1;1;1;1;1;1;1;
20.0;26631;P1;9;L201;Falkenseer Damm;Falkenseer Platz;Altstädter Ring;;04974;09262;32679;30064;27285,26631;52,54035;13,20335;1;1;1;1;1;1;1;
20.0;30064;P1;12;L201;Am Juliusturm;Gartenfelder Straße;Ferdinand-Friedensburg-Platz;;32510;09262;26631;30065;26677,30064;52,53885;13,23215;1;1;1;1;1;1;1;
20.0;30065;P1;11;L201;Nonnendammallee;Otternbuchtstraße;Paulsternstraße;;32510;09262;30064;26632;30065,26657;52,53815;13,24775;1;1;1;1;1;1;1;
20.0;26632;P1;11;L201;Nonnendammallee;Rohrdamm;;;32511;09262;30065;32681;26632,27227;52,53675;13,2649;1;1;1;1;1;1;1;
20.0;32681;P1;11;L201;Siemensdamm;Nikolaus-Groß-Weg;Letterhausweg;;04749;09262;26632;26633;;52,53385;13,28245;1;1;1;1;1;1;1;
20.0;26633;P1;3;L201;Siemensdamm;Siemensdamm;;;04749;09262;32681;26634;26633,10220;52,5337;13,2844;1;0;1;1;0;1;1;
20.0;26634;P1;9;L201;Siemensdamm;Jakob-Kaiser-Platz;Tegeler Weg;;04749;09262;26633;;27219,26634,10218;52,5344;13,29365;1;0;1;1;0;1;1;
20.0;53539;L1;3;L3399;;Lindenfels;Modautal;;00275;;;;;;;;;;;;;;
20.0;53540;P1;12;L3399;;B47;;;03111;53539;;53541;45022,53540;49,6854;8,79645;0;1;1;1;1;1;1;
20.0;53541;P3;37;L3399;;Lindenfels - Winterkasten;;;03111;53539;53540;53542;;49,7019;8,7914;0;1;1;1;1;1;1;
20.0;53542;P3;37;L3399;;Modautal - Neunkirchen;;;53489;53539;53541;53543;;49,7315;8,774;0;1;1;1;1;1;1;
20.0;53543;P3;37;L3399;;Modautal - Lützelbach;;;53489;53539;53542;;53533,53543;49,742;8,7671;0;1;1;1;1;1;1;
20.0;9728;L1;4;K129;;Walsrode;Ottingen;;00258;;;;;;;;;;;;;;
20.0;28714;P1;12;K129;;Walsrode;;;02627;09728;;28715;;52,87385;9,58215;0;1;1;1;1;1;1;
20.0;28715;P1;8;K129;;Cordingen;;;38598;09728;28714;28716;;52,9052;9,61685;0;1;1;1;1;1;1;
20.0;28716;P1;12;K129;;Ottingen/B440;;;05134;09728;28715;;30023,28716;52,96065;9,64055;0;1;1;1;1;1;1;
20.0;54102;L1;3;L212;;Bispingen;Winsen (Luhe);;00258;;;;;;;;;;;;;;
20.0;54103;P3;37;L212;Borsteler Straße;Bispingen;;;03437;54102;;54104;28380,28669,54103;53,0832;9,9977;0;1;0;0;1;1;1;
20.0;54104;P3;37;L212;Borsteler Straße;Borstel in der Kuhle;;;03437;54102;54103;54105;;53,10145;10,0043;0;1;1;1;1;1;1;
20.0;54105;P1;11;L212;;Volkwardingen;;;03437;54102;54104;54106;;53,127;9,99935;0;1;1;1;1;1;1;
20.0;54106;P3;37;L212;Dorfstraße;Evendorf;;;38621;54102;54105;54107;;53,1515;10,067;0;1;1;1;1;1;1;
20.0;54107;P1;3;L212;Dorfstraße;Evendorf;;;38621;54102;54106;54108;54107,12360;53,1612;10,0636;0;1;1;1;1;1;1;
20.0;54108;P1;11;L212;;Egestorf;;;04155;54102;54107;54109;54082,54108;53,1947;10,0632;0;1;1;1;1;1;1;
20.0;54109;P3;37;L212;;Garlstorf;;;03464;54102;54108;54110;28386,54109;53,237;10,1026;0;1;1;1;1;1;1;
20.0;54110;P3;37;L212;;Toppenstedt;;;38944;54102;54109;54111;;53,2634;10,1097;0;1;1;1;1;1;1;
20.0;54111;P3;37;L212;;Wulfsen;;;38944;54102;54110;;54119,54111;53,2968;10,1541;0;0;1;1;0;1;1;
20.0;9919;L1;3;L210;;Herrengosserstedt;Eckartsberga;;00359;;;;;;;;;;;;;;
20.0;29477;P1;12;L210;;Herrengosserstedt;;;03509;09919;;29478;;51,1435;11,47835;0;1;1;1;1;1;1;
20.0;29478;P1;11;L210;;Burgholzhausen;;;03409;09919;29477;29479;;51,1335;11,51665;0;1;1;1;1;1;1;
20.0;29479;P1;12;L210;;Eckartsberga;;;01140;09919;29478;;29479,25375,25793;51,12155;11,56455;0;1;1;1;1;1;1;
20.0;47343;L1;3;L171;;Bülow;Gutow;;14289;;;;;;;;;;;;;;
20.0;47345;P1;12;L171;;Bülow;;;47338;47343;;47346;47355,47345;53,77105;12,094;0;1;0;0;1;1;1;
20.0;47346;P1;10;L171;;Gutow;;;47339;47343;47345;;47352,47346;53,7587;12,1348;0;0;1;1;0;1;1;
20.0;9103;L1;3;L293;;Karow;Prora;;00268;;;;;;;;;;;;;;
20.0;25743;P1;12;L293;;Karow;;;01631;09103;;25744;25743,25741;54,4021;13,5024;0;1;1;1;1;1;1;
20.0;25744;P1;10;L293;;Prora;;;04080;09103;25743;;25744,28284;54,4395;13,5669;0;1;1;1;1;1;1;
20.0;61437;L1;3;S2421;;Scheinfeld;Schwarzach a.Main;;00264;;;;;;;;;;;;;;
20.0;61438;P3;37;S2421;;Oberlaimbach;;;31729;61437;;61439;;49,64315;10,46635;0;1;1;1;1;1;1;
20.0;61439;P3;37;S2421;;Scheinfeld;;;31729;61437;61438;61440;61439,61356;49,65875;10,46255;0;1;1;1;1;1;1;
20.0;61440;P3;37;S2421;;Schnodsenbach;;;31729;61437;61439;61441;;49,68055;10,44035;0;1;1;1;1;1;1;
20.0;61441;P3;37;S2421;;Oberscheinfeld;;;31729;61437;61440;61442;61441,61044;49,70935;10,4315;0;1;1;1;1;1;1;
20.0;61442;P3;37;S2421;;Greuth;;;01035;61437;61441;61443;;49,7518;10,3681;0;1;1;1;1;1;1;
20.0;61443;P3;37;S2421;;Rüdenhausen;;;31881;61437;61442;61444;61443,46782;49,7658;10,3417;0;1;1;1;1;1;1;
20.0;61444;P3;37;S2421;;Feuerbach;;;02700;61437;61443;61445;;49,7824;10,30825;0;1;1;1;1;1;1;
20.0;61445;P3;37;S2421;;Düllstadt;;;02371;61437;61444;;;49,80165;10,252;0;1;1;1;1;1;1;
20.0;33962;L1;3;L131;;Mankmuß;Dallmin;;01633;;;;;;;;;;;;;;
20.0;13621;P1;12;L131;Mankmußer Dorfstraße;Mankmuß;;;13622;33962;;13623;13629,13621;53,13108633;11,66668584;0;1;0;0;1;1;1;
20.0;13623;P1;11;L131;;Stavenow;;;13616;33962;13621;13624;;53,14095997;11,70973473;0;1;1;1;1;1;1;
20.0;13624;P1;3;L131;;Karstädt;;;13616;33962;13623;;13615,13620,13624;53,15617313;11,73105883;0;0;1;1;0;1;1;
20.0;13625;P1;8;L131;Straße des Friedens;Karstädt-Bahnhof;;;13616;33962;;13626;13625,13619;53,16008067;11,7357958;0;1;0;0;1;1;1;
20.0;13626;P1;8;L131;;Karstädt-Postlin;;;13616;33962;13625;;13626,30033;53,1661;11,72125;0;0;1;1;0;1;1;
20.0;33965;P1;11;L131;Karstädter Straße;Dargardter Weg;Blüthener Weg;;13616;33962;;33651;33964,33965;53,1733;11,7456;1;1;0;0;1;1;1;
20.0;33651;P1;11;L131;Hauptstraße;Dallmin;Reckenziner Straße;;33963;33962;33965;33966;33659,33651;53,2048;11,7707;0;1;1;1;1;1;1;
20.0;33966;P1;13;L131;;Bundeslandgrenze;Mecklenburg-Vorpommern;;33963;33962;33651;;33966,47005;53,22745;11,76935;0;0;1;1;0;1;1;
20.0;9163;L1;2;B414;;Altenkirchen;Herborn;;00001;;;;;;;;;;;;;;
20.0;26088;P3;37;B414;;Altenkirchen;;;00311;09163;;40836;;50,6939;7,642;0;1;1;1;1;1;1;
20.0;40836;P1;12;B414;;Mammelzen;;;00311;09163;26088;40837;40932,40836;50,6957;7,6561;0;1;1;1;1;1;1;
20.0;40837;P1;11;B414;;Kroppach;;;00711;09163;40836;40838;;50,68825;7,7281;0;1;1;1;1;1;1;
20.0;40838;P1;11;B414;;Marzhausen;;;00711;09163;40837;26089;;50,6802;7,75475;0;1;1;1;1;1;1;
20.0;26089;P1;12;B414;;Hachenburg;;;00711;09163;40838;55236;26089,23408;50,67195;7,80195;0;1;1;1;1;1;1;
20.0;55236;P1;15;B414;;Nister;Hachenburg;;00711;09163;26089;55237;;50,67265;7,8313;0;1;1;1;1;1;1;
20.0;55237;P1;15;B414;;Nistertal;Unnau;;00711;09163;55236;40839;;50,6711;7,8631;0;1;1;1;1;1;1;
20.0;40839;P1;11;B414;;Kirburg;;;00711;09163;55237;40840;;50,6764;7,9234;0;1;1;1;1;1;1;
20.0;40840;P1;12;B414;;Bad Marienberg;;;00711;09163;40839;40841;;50,6658;7,9541;0;1;1;1;1;1;1;
20.0;40841;P1;12;B414;;Hof;;;00711;09163;40840;26090;;50,6641;8,00775;0;1;1;1;1;1;1;
20.0;26090;P1;11;B414;;Salzburg;;;00711;09163;40841;40842;26090,24326;50,6622;8,05785;0;1;1;1;1;1;1;
20.0;40842;P1;11;B414;;Nister-Möhrendorf;;;01116;09163;26090;26091;;50,65725;8,0763;0;1;1;1;1;1;1;
20.0;26091;P1;9;B414;;Kreisel B414/B255;;;04283;09163;40842;;39199,26091;50,6493;8,13835;0;1;1;1;1;1;1;
20.0;9344;L1;3;L1097;;Neukölln;Lichtenberg;;00266;;;;;;;;;;;;;;
20.0;27079;P1;12;L1097;Grenzallee;Buschkrugallee;Karl-Marx-Straße;;32533;09344;;32621;21139,27079;52,4637;13,44415;1;1;1;1;1;1;1;
20.0;32621;P1;3;L1097;Grenzallee;Grenzallee;;;04896;09344;27079;27080;32608,32621;52,4657;13,4562;1;1;1;1;1;1;1;
20.0;27080;P1;11;L1097;Grenzallee;Neuköllnische Allee;;;04896;09344;32621;27081;27077,27080;52,4681;13,46055;1;1;1;1;1;1;1;
20.0;27081;P1;11;L1097;Grenzallee;Sonnenallee;Dammweg;;04896;09344;27080;32800;27081,27177;52,47025;13,4647;1;1;1;1;1;1;1;
20.0;32800;P1;11;L1097;Dammweg;Kiefholzstraße;;;04989;09344;27081;27082;32800,32796;52,475;13,47375;1;1;1;1;1;1;1;
20.0;27082;P1;11;L1097;Dammweg;Köpenicker Landstraße;;;31139;09344;32800;31143;29981,27082;52,47755;13,47875;1;1;1;1;1;1;1;
20.0;31143;P1;11;L1097;Dammweg;Neue Krugallee;;;31139;09344;27082;;31141,31143;52,48015;13,4836;1;1;1;1;1;1;1;
20.0;32076;L1;3;S2073;;Miesbach;Wolfratshausen;;00294;;;;;;;;;;;;;;
20.0;32077;L3;0;S2073;;Miesbach;Holzkirchen;;00539;32076;;32078;;;;;;;;;;;
20.0;32079;P3;37;S2073;;Miesbach;;;01916;32077;;32080;;47,7937;11,8406;0;1;1;1;1;1;1;
20.0;32080;P3;37;S2073;;Kleinpienzenau;;;31908;32077;32079;32081;;47,822;11,8333;0;1;1;1;1;1;1;
20.0;32081;P3;37;S2073;;Weyarn;;;31908;32077;32080;17736;12578,32081;47,8655;11,7955;0;1;1;1;1;1;1;
20.0;17736;P1;15;S2073;;Holzkirchen;;;01555;32077;32081;32083;42384,17793,17736;47,87645;11,71865;0;1;1;1;1;1;1;
20.0;32078;L3;0;S2073;;Holzkirchen;Wolfratshausen;;00332;32076;32077;;;;;;;;;;;;
20.0;32083;P3;37;S2073;;Dietramszell;;;03428;32078;17736;32084;;47,8546;11,5882;0;1;1;1;1;1;1;
20.0;32084;P3;37;S2073;;Ascholding;;;03428;32078;32083;32085;32084,27484;47,8867;11,5055;0;1;1;1;1;1;1;
20.0;32085;P3;37;S2073;;Puppling;;;02737;32078;32084;;;47,918;11,4492;0;1;1;1;1;1;1;
20.0;38159;L1;3;L264;;Bannemin;Peenemünde;;14291;;;;;;;;;;;;;;
20.0;38164;P1;10;L264;;Bannemin;;;00877;38159;;38169;38164,25664;54,07015;13,8608;0;1;0;0;1;1;1;
20.0;38169;P3;37;L264;;Peenemünde;;;38115;38159;38164;;;54,13845;13,7778;0;0;1;1;0;1;1;
20.0;43478;L1;3;L3248;;Sontra;Obersuhl;;00285;;;;;;;;;;;;;;
20.0;43482;P1;12;L3248;;B400;;;37259;43478;;43481;16819,43482,39220;51,0279;10,01095;0;1;1;1;1;1;1;
20.0;43481;P3;37;L3248;;Sontra-Blankenbach;;;37259;43478;43482;43480;;51,0103;10,00495;0;1;1;1;1;1;1;
20.0;43480;P3;37;L3248;;Wildeck-Richelsdorf;;;37211;43478;43481;43471;43480,53399;50,97655;10,00945;0;1;1;1;1;1;1;
20.0;43471;P1;3;L3248;;Wildeck-Obersuhl;;;37211;43478;43480;43479;43471,11139;50,96115;10,015;0;1;1;1;1;1;1;
20.0;43479;P3;37;L3248;;Wildeck-Obersuhl;;;37211;43478;43471;;43479,6887;50,94935;10,02775;0;1;1;1;1;1;1;
20.0;17814;L1;3;S2397;;Regenstauf;Schwandorf;;00296;;;;;;;;;;;;;;
20.0;17815;P1;3;S2397;;Ponholz;;;02220;17814;;20889;12869,20887,17815;49,15665;12,11005;0;1;1;1;1;1;1;
20.0;20889;P3;37;S2397;Rote Route;Burglengenfeld;;;01027;17814;17815;20890;20889,32366;49,2057;12,0415;0;1;1;1;1;1;1;
20.0;20890;P3;37;S2397;;Teublitz;;;02524;17814;20889;43096;;49,2208;12,0848;0;1;1;1;1;1;1;
20.0;43096;P1;8;S2397;;Zielheim;;;02369;17814;20890;08146;8150,43096;49,2766;12,099;0;1;1;1;1;1;1;
20.0;8146;P1;8;S2397;;Schwandorf-Klärwerkstraße;;;02369;17814;43096;29719;;49,30015;12,09855;0;1;1;1;1;1;1;
20.0;29719;P1;8;S2397;;Schwandorf;;;02369;17814;08146;20891;29719,27665;49,3246;12,1082;0;1;1;1;1;1;1;
20.0;20891;P3;37;S2397;;Kreith;;;02369;17814;29719;;25334,20891;49,3486;12,0749;0;1;1;1;1;1;1;
20.0;6710;L1;3;L3141;;Sinntal;Schlitz;;00261;;;;;;;;;;;;;;
20.0;6711;L3;0;L3141;;Sinntal;Flieden;;00261;06710;;06712;;;;;;;;;;;
20.0;6714;P3;37;L3141;;Sinntal-Züntersbach;;;44200;06711;;06872;6859,6714;50,3125;9,7323;0;1;1;1;1;1;1;
20.0;6872;P3;37;L3141;;Sinntal-Oberzell;;;44200;06711;06714;06715;;50,3331;9,7102;0;1;1;1;1;1;1;
20.0;6715;P1;12;L3141;;Sinntal-Oberzell-Nord;;;44200;06711;06872;06716;6866,6715;50,33868252315644;9,70658851460821;0;1;1;1;1;1;1;
20.0;6716;P3;37;L3141;;Schlüchtern-Gundhelm;;;04534;06711;06715;06717;;50,3648;9,63165;0;1;1;1;1;1;1;
20.0;6717;P3;37;L3141;;Schlüchtern-Hutten;;;04534;06711;06716;06718;;50,3762;9,61;0;1;1;1;1;1;1;
20.0;6718;P3;37;L3141;;Flieden-Rückers;;;02917;06711;06717;06719;;50,4073;9,5805;0;1;1;1;1;1;1;
20.0;6712;L3;0;L3141;;Flieden;Großenlüder;;00422;06710;06711;06713;;;;;;;;;;;
20.0;6719;P3;37;L3141;;Flieden;;;02917;06712;06718;06720;;50,4229;9,5683;0;1;1;1;1;1;1;
20.0;6720;P3;37;L3141;;Neuhof-Hauswurz;;;03070;06712;06719;06729;;50,4627;9,4758;0;1;1;1;1;1;1;
20.0;6729;P1;12;L3141;;Hosenfeld-Poppenrod;;;06722;06712;06720;06721;6729,16470;50,4981;9,47345;0;1;1;1;1;1;1;
20.0;6721;P3;37;L3141;;Hosenfeld;;;06722;06712;06729;06723;6721,16471;50,5051;9,4791;0;1;1;1;1;1;1;
20.0;6723;P3;37;L3141;;Hosenfeld-Hainzell;;;06722;06712;06721;06724;6723,16460;50,5427;9,4903;0;1;1;1;1;1;1;
20.0;6713;L3;0;L3141;;Großenlüder;Schlitz;;00422;06710;06712;;;;;;;;;;;;
